icao,lon
OAHR,62.2283
OAIX,69.265
OAJL,70.4986
OAKB,69.2123
OAKN,65.848
OAKS,69.8073
OAMN,64.7609
OAMS,67.2105
OAUZ,68.9108
OBBI,50.6376
OBBS,50.5906
OEAB,42.6566
OEAD,55.2673
OEAH,49.4852
OEAO,38.117
OEBA,41.6362
OEBH,42.6209
OEDF,49.7982
OEDM,44.1212
OEDR,50.152
OEGN,42.5858
OEGS,43.7744
OEGT,37.2789
OEHL,41.6863
OEJF,39.173
OEJN,39.1574
OEKK,45.5282
OEKM,42.8035
OEMA,39.7051
OENG,44.4192
OENN,35.2936
OEPA,46.1271
OEPS,47.5805
OERF,43.4906
OERK,46.6988
OERM,48.611
OERR,41.1382
OERS,37.0889
OERT,50.0308
OESH,47.1214
OESK,40.1009
OESN,46.6593
OETB,36.6249
OETF,40.5441
OETN,48.7691
OETR,38.7315
OEWD,45.1996
OEWJ,36.4764
OEYN,38.0634
OIAA,48.2301
OIAD,48.3976
OIAG,49.6772
OIAH,50.8338
OIAM,49.1519
OIAW,48.7638
OIBA,55.033
OIBB,50.8346
OIBJ,52.3522
OIBK,53.9805
OIBL,54.8248
OIBP,52.7377
OIBQ,50.3222
OIBS,54.5394
OIBV,53.3543
OICC,47.1581
OICI,46.4048
OICK,48.2829
OICS,47.0092
OIFK,51.577
OIFM,51.8839
OIFS,50.8422
OIGG,49.6178
OIHH,48.5607
OIHS,48.6534
OIIE,51.1522
OIII,51.3144
OIIK,50.0471
OIIP,50.8267
OIKB,56.3778
OIKJ,57.675
OIKK,56.9497
OIKM,58.45
OIKQ,55.9024
OIKR,56.049
OIKY,55.6727
OIMB,59.2813
OIMC,61.0649
OIMM,59.6429
OIMN,57.3082
OIMS,57.5952
OIMT,56.8927
OING,54.4013
OINN,51.4627
OINR,50.6873
OINZ,53.1888
OISF,53.7233
OISL,54.3833
OISR,53.1888
OISS,52.5898
OISY,51.543
OITL,48.4244
OITR,45.0687
OITT,46.235
OITU,44.9285
OITZ,48.3594
OIYY,54.2765
OIZB,61.5439
OIZC,60.3822
OIZH,60.9062
OIZI,60.72
OJAI,35.9932
OJAM,35.9916
OJAQ,35.0181
OJKF,36.1477
OJMS,36.782
OKAJ,47.7919
OKAS,47.5201
OKKK,47.9698
OLBA,35.4874
OLKA,36.0113
OMAA,54.6492
OMAD,54.4599
OMAL,55.6092
OMAM,54.5477
OMBY,52.5803
OMDB,55.371
OMDM,55.3662
OMDW,55.1624
OMFJ,56.3281
OMNK,54.517
OMRK,55.9388
OMSJ,55.5172
OODQ,57.6342
OOKB,56.2406
OOMA,58.8905
OOMS,58.2853
OOSA,54.0913
OOSH,56.6254
OOTH,54.0246
OPBW,71.718
OPCH,71.7999
OPDG,70.4859
OPDI,70.8966
OPFA,72.9953
OPGT,74.3336
OPGW,62.4988
OPIS,72.8257
OPJA,68.4497
OPKC,67.1608
OPLA,74.4036
OPMA,73.6384
OPMI,71.5707
OPMJ,68.1431
OPMT,71.4191
OPNH,68.3901
OPPG,64.1325
OPPI,63.3451
OPPS,71.5146
OPQT,66.9378
OPRK,70.2796
OPRT,73.7981
OPSD,75.5386
OPSK,68.7917
OPSN,67.7172
OPSR,72.665
OPSS,72.3528
OPST,74.3646
OPSU,69.1769
OPTU,63.0289
OPZB,69.4636
ORAA,42.4412
ORAT,43.5971
ORBI,44.2346
ORBM,43.1474
ORER,43.9466
ORKK,44.3489
ORMM,47.6621
ORNI,44.405
ORSJ,45.3151
ORTF,42.403
ORTI,44.2567
ORUB,45.7571
OSAP,37.2269
OSDI,36.5156
OSDZ,40.176
OSKL,41.1914
OSLK,35.9487
OSPR,38.3169
OTBD,51.5655
OTBH,51.315
OTHH,51.6081
OYAA,45.03
OYAT,46.8262
OYGD,52.1742
OYRN,49.3753
OYSN,44.2197
OYSQ,53.9062
OYSY,48.7881
OYTZ,44.1391
PAAQ,-149.089
PABA,-143.582
PABE,-161.838
PABI,-145.722
PABR,-156.766
PABV,-149.507
PACD,-162.725
PACL,-149.1174
PACV,-145.478
PACZ,-166.039
PADE,-162.7669
PADK,-176.6428
PADL,-158.505
PADQ,-152.494
PADU,-166.545
PAED,-149.8071
PAEH,-162.063
PAEI,-147.102
PAEM,-164.491
PAEN,-151.2452
PAFA,-147.856
PAFB,-147.614
PAFE,-133.9102
PAFM,-157.8553
PAGA,-156.937
PAGK,-145.4547
PAGM,-171.7333
PAGS,-135.707
PAHC,-159.775
PAHL,-156.351
PAHN,-135.5239
PAHO,-151.4792
PAII,-157.3749
PAIK,-160.439
PAIL,-154.911
PAIM,-153.704
PAJN,-134.5744
PAKN,-156.652
PAKP,-151.743
PAKT,-131.714
PAKW,-133.076
PALU,-166.11
PAMC,-155.606
PAMR,-149.844
PAMY,-166.2698
PANC,-149.9926
PANI,-159.543
PANN,-149.0745
PANT,-131.5726
PANV,-160.191
PAOM,-165.445
PAOR,-141.929
PAOT,-162.599
PAPB,-169.6638
PAPC,-166.859
PAPG,-132.945
PAPH,-158.6302
PAPM,-161.8279
PAQT,-151.006
PARC,-145.579
PARY,-155.47
PASA,-170.493
PASC,-148.465
PASD,-160.5221
PASI,-135.362
PASN,-170.2226
PASV,-155.574
PASX,-151.0385
PASY,174.114
PATK,-150.094
PATL,-155.977
PATQ,-157.436
PAUN,-160.799
PAVD,-146.2466
PAWD,-149.4186
PAWG,-132.37
PAWI,-159.995
PAWS,-149.54
PAYA,-139.6604
PCIS,-171.71
PFYU,-145.25
PGRO,145.2411
PGSN,145.7288
PGUA,144.93
PGUM,144.7973
PGWT,145.6194
PHBK,-159.785
PHHN,-156.014
PHIK,-157.9483
PHJH,-156.673
PHJR,-158.07
PHKO,-156.0456
PHLI,-159.3371
PHMK,-157.096
PHMU,-155.668
PHNG,-157.768
PHNL,-157.9257
PHNY,-156.9513
PHOG,-156.4318
PHTO,-155.0454
PKMJ,171.2717
PKWA,167.732
PLCH,-157.35
PMDY,-177.381
PPIZ,-163.005
PTKK,151.843
PTPN,158.2099
PTRO,134.5441
PTSA,162.958
PTYA,138.083
PWAK,166.6366
RCAY,120.263
RCBS,118.359
RCDC,120.4617
RCFG,119.9584
RCFN,121.1018
RCKH,120.35
RCKU,120.3905
RCKW,120.73
RCLY,121.535
RCMQ,120.621
RCMT,120.0027
RCNN,120.206
RCPO,120.939
RCQC,119.628
RCQS,121.182
RCSQ,120.482
RCSS,121.5528
RCTP,121.233
RCYU,121.618
RJAA,140.3887
RJAF,137.923
RJAH,140.4144
RJAW,141.3226
RJBB,135.244
RJBD,135.364
RJBE,135.224
RJBT,134.787
RJCB,143.217
RJCC,141.6904
RJCH,140.822
RJCK,144.193
RJCM,144.164
RJCN,144.96
RJCO,141.3813
RJCW,141.801
RJDA,130.159
RJDB,129.785
RJDC,131.279
RJDT,129.331
RJEB,143.404
RJEC,142.447
RJEO,139.433
RJER,141.186
RJFC,130.659
RJFE,128.833
RJFF,130.451
RJFG,130.991
RJFK,130.719
RJFM,131.449
RJFO,131.737
RJFR,131.035
RJFS,130.302
RJFT,130.855
RJFU,129.914
RJGG,136.805
RJKA,129.713
RJKB,128.7056
RJKI,129.928
RJKN,128.8814
RJNA,136.9241
RJNF,136.224
RJNK,136.4069
RJNO,133.3236
RJNS,138.191
RJNT,137.1874
RJNW,136.962
RJOA,132.919
RJOB,133.855
RJOC,132.89
RJOH,133.236
RJOI,132.2472
RJOK,133.6702
RJOM,132.7001
RJOO,135.4408
RJOR,134.165
RJOS,134.6078
RJOT,134.0155
RJOW,131.79
RJSA,140.6895
RJSC,140.371
RJSD,138.414
RJSF,140.431
RJSH,141.4654
RJSI,141.135
RJSK,140.219
RJSM,141.368
RJSN,139.1122
RJSR,140.371
RJSS,140.917
RJSY,139.787
RJTA,139.45
RJTF,139.528
RJTH,139.7856
RJTO,139.36
RJTQ,139.56
RJTT,139.787
RJTY,139.348
RKJB,126.3828
RKJJ,126.8054
RKJK,126.616
RKJY,127.617
RKNN,128.9439
RKNW,127.9601
RKNY,128.6698
RKPC,126.4925
RKPD,126.712
RKPK,128.938
RKPS,128.0717
RKPU,129.352
RKSG,127.0311
RKSI,126.451
RKSO,127.0294
RKSS,126.791
RKSW,127.007
RKTH,129.4204
RKTI,127.8864
RKTN,128.657
RKTU,127.5003
RKTY,128.3497
ROAH,127.6398
RODN,127.7694
ROIG,124.245
ROKJ,126.7138
ROMD,131.263
ROMY,125.295
RORE,127.7868
RORK,131.327
RORS,125.145
RORT,124.6755
RORY,128.4016
ROYN,122.9798
RPLB,120.2719
RPLC,120.56
RPLH,121.7462
RPLI,120.531
RPLK,123.6768
RPLL,121.02
RPLS,120.904
RPLT,121.81
RPLU,120.105
RPMA,124.7524
RPMB,125.2349
RPMC,124.2099
RPMD,125.646
RPME,125.4788
RPMF,126.321
RPMG,123.3419
RPMH,124.7091
RPMJ,121.011
RPMN,119.7433
RPMO,123.842
RPMP,123.4596
RPMQ,126.2737
RPMR,125.0962
RPMS,125.4809
RPMW,126.1713
RPMY,124.4565
RPMZ,122.06
RPSP,123.7701
RPUB,120.6199
RPUD,122.98
RPUH,121.047
RPUM,120.6055
RPUN,123.27
RPUO,121.98
RPUR,121.5
RPUS,120.303
RPUT,121.7332
RPUV,124.206
RPUW,121.826
RPUY,121.753
RPVA,125.0278
RPVB,123.0189
RPVC,124.5451
RPVD,123.3019
RPVE,121.954
RPVF,124.6353
RPVI,122.4934
RPVJ,123.6301
RPVK,122.376
RPVM,123.9797
RPVO,124.5656
RPVP,118.7591
RPVR,122.752
RPVS,121.9325
RPVU,122.085
RPVV,120.1008
SAAC,-57.9966
SAAG,-58.6128
SAAP,-60.4804
SAAR,-60.785
SAAV,-60.8117
SABE,-58.4155
SACO,-64.2083
SACT,-66.2941
SADL,-57.8947
SADP,-58.6126
SAEZ,-58.5358
SAHS,-68.9042
SAHZ,-70.1136
SAME,-68.7929
SAMM,-69.5743
SAMR,-68.4039
SANC,-65.7512
SANE,-64.31
SANL,-66.7958
SANR,-64.936
SANT,-65.1042
SANU,-68.4182
SAOC,-64.2613
SAOD,-65.1463
SAOR,-65.3874
SAOU,-66.3564
SAOV,-63.2266
SARC,-58.7619
SARE,-59.0561
SARF,-58.2281
SARI,-54.4734
SARL,-57.1521
SARM,-57.6402
SARP,-55.9707
SASA,-65.4862
SASJ,-65.0978
SASO,-64.3292
SAST,-63.793
SATG,-59.2189
SATR,-59.6833
SATU,-57.9789
SAVB,-71.5323
SAVC,-67.4634
SAVE,-71.1395
SAVH,-68.9653
SAVT,-65.2703
SAVV,-63.0004
SAVY,-65.1027
SAWC,-72.0534
SAWD,-65.9041
SAWE,-67.7494
SAWG,-69.3089
SAWH,-68.2958
SAWJ,-67.8026
SAWP,-70.9787
SAWU,-68.5792
SAZB,-62.1693
SAZG,-63.7583
SAZH,-60.3297
SAZL,-56.7218
SAZM,-57.5733
SAZN,-68.1557
SAZO,-58.8163
SAZP,-61.8576
SAZR,-64.2757
SAZS,-71.1575
SAZT,-59.2286
SAZV,-57.0292
SAZW,-69.2646
SAZY,-71.1373
SBAA,-49.3015
SBAC,-37.8051
SBAE,-49.0703
SBAF,-43.3847
SBAN,-48.9643
SBAQ,-48.133
SBAR,-37.0729
SBAT,-56.1063
SBAU,-50.4246
SBAX,-46.9604
SBBE,-48.4762
SBBG,-54.1122
SBBH,-43.9503
SBBI,-49.232
SBBR,-47.9208
SBBV,-60.6906
SBBW,-52.389
SBCA,-53.5012
SBCF,-43.9669
SBCG,-54.674
SBCH,-52.6566
SBCI,-47.4587
SBCJ,-50.0034
SBCP,-41.3017
SBCR,-57.6728
SBCT,-49.1758
SBCX,-51.1876
SBCY,-56.1167
SBCZ,-72.7695
SBDN,-51.4246
SBEG,-60.0497
SBEK,-57.7769
SBFI,-54.4894
SBFL,-48.5525
SBFN,-32.423
SBFZ,-38.5322
SBGL,-43.2506
SBGM,-65.2849
SBGO,-49.2207
SBGR,-46.47
SBGV,-41.9829
SBGW,-45.2048
SBHT,-52.2539
SBIC,-58.4817
SBIH,-56.0007
SBIL,-39.0335
SBIP,-42.4876
SBIZ,-47.46
SBJE,-40.3573
SBJF,-43.3861
SBJH,-47.1657
SBJP,-34.9506
SBJR,-43.3722
SBJV,-48.7974
SBKG,-35.8961
SBKP,-47.1345
SBLJ,-50.2815
SBLO,-51.1284
SBLP,-43.4081
SBMA,-49.138
SBMD,-52.6022
SBME,-41.766
SBMG,-52.0162
SBMK,-43.8189
SBML,-49.9265
SBMN,-59.9863
SBMO,-35.7918
SBMQ,-51.0722
SBMS,-37.3643
SBMY,-61.2783
SBNF,-48.651
SBNM,-54.1696
SBNT,-35.2477
SBOI,-51.7971
SBPA,-51.1675
SBPB,-41.732
SBPC,-46.5698
SBPF,-52.3278
SBPG,-50.1438
SBPJ,-48.357
SBPK,-52.3278
SBPL,-40.5691
SBPP,-55.7026
SBPS,-39.0806
SBPV,-63.9023
SBRB,-67.894
SBRD,-54.7248
SBRF,-34.923
SBRJ,-43.1628
SBRP,-47.7741
SBSG,-35.3666
SBSJ,-45.8615
SBSL,-44.235
SBSM,-53.6882
SBSN,-54.7931
SBSP,-46.6546
SBSR,-49.407
SBST,-46.3002
SBSV,-38.3225
SBTB,-56.3968
SBTE,-42.8237
SBTF,-64.7241
SBTK,-70.783
SBTT,-69.9358
SBTU,-49.7203
SBUA,-66.9855
SBUF,-38.2506
SBUG,-57.0382
SBUL,-48.2259
SBUR,-47.9648
SBVC,-40.9148
SBVG,-45.4741
SBVH,-60.0983
SBVT,-40.285
SBYS,-47.3412
SBZM,-43.1731
SCAR,-70.3387
SCAT,-70.7792
SCBA,-71.6895
SCBE,-70.0629
SCCC,-71.6863
SCCF,-68.9036
SCCH,-72.0314
SCCI,-70.8546
SCCY,-72.1061
SCDA,-70.1814
SCEL,-70.7858
SCES,-69.7652
SCFA,-70.4452
SCFM,-70.3192
SCGZ,-67.6263
SCHR,-72.5881
SCIE,-73.0628
SCIP,-109.421
SCJO,-73.061
SCLL,-70.756
SCNT,-72.5291
SCQP,-72.6515
SCRA,-70.6073
SCRG,-70.7757
SCSE,-71.1995
SCTC,-72.6371
SCTE,-73.0941
SCTL,-71.6017
SCTN,-72.835
SCTO,-72.3486
SCTT,-70.3759
SCVD,-73.0861
SCVM,-71.4786
SDIY,-38.9062
SEAM,-78.5746
SECO,-76.9868
SECU,-78.9844
SEGS,-90.2659
SEGU,-79.8836
SEJD,-77.5805
SELT,-78.6158
SEMA,-79.941
SEMC,-78.1208
SEMT,-80.6788
SEPV,-80.4722
SEQM,-78.3543
SERO,-79.997
SESA,-80.9851
SETN,-79.6266
SETR,-76.3378
SETU,-77.7081
SGAS,-57.5192
SGAY,-56.8568
SGCO,-57.427
SGEN,-55.8376
SGES,-54.8395
SGIB,-54.6195
SGME,-60.6217
SGPI,-58.3191
SGPJ,-55.83
SKAP,-73.5627
SKAR,-75.7664
SKAS,-76.5008
SKBC,-73.9749
SKBG,-73.1848
SKBO,-74.1469
SKBQ,-74.7808
SKBS,-77.3947
SKBU,-76.9898
SKCC,-72.5115
SKCG,-75.513
SKCL,-76.3819
SKCO,-78.7492
SKCU,-75.1985
SKCV,-75.6913
SKCZ,-75.2856
SKEB,-74.8089
SKEJ,-73.8068
SKFL,-75.5644
SKGI,-74.7967
SKGO,-75.9557
SKGP,-77.898
SKIB,-75.1333
SKIP,-77.6718
SKLC,-76.7164
SKLM,-72.4901
SKLT,-69.942
SKMD,-75.5906
SKMG,-74.8461
SKMR,-75.8258
SKMU,-70.2339
SKMZ,-75.4647
SKNV,-75.294
SKOC,-73.3583
SKPC,-67.4932
SKPD,-67.9062
SKPE,-75.7395
SKPI,-76.0857
SKPP,-76.6093
SKPQ,-74.6574
SKPS,-77.2909
SKPV,-81.358
SKPZ,-71.8867
SKQU,-74.8836
SKRG,-75.4231
SKRH,-72.926
SKSJ,-72.6394
SKSM,-74.2306
SKSP,-81.7112
SKSV,-74.7663
SKTM,-71.7603
SKTQ,-75.234
SKUC,-70.7369
SKUI,-76.6412
SKUL,-76.2351
SKVP,-73.2495
SKVV,-73.6138
SKYP,-72.384
SLAL,-65.1496
SLBJ,-64.3129
SLCB,-66.1771
SLCO,-68.7828
SLET,-63.1715
SLGM,-65.381
SLLP,-68.1894
SLOR,-67.0758
SLPO,-65.7237
SLPS,-57.8206
SLRI,-66.0755
SLSA,-65.4352
SLSU,-65.2887
SLTJ,-64.7013
SLTR,-64.918
SLUY,-66.8576
SLVM,-63.4056
SLVR,-63.1354
SLYA,-63.6517
SMJP,-55.1878
SNCP,-50.3583
SOCA,-52.3613
SOOA,-54.0394
SOOG,-51.8041
SOOM,-54.035
SPAY,-73.7665
SPBR,-69.4887
SPCL,-74.5745
SPEO,-78.5238
SPHI,-79.8283
SPHO,-74.2044
SPHZ,-77.5984
SPJA,-77.16
SPJC,-77.1143
SPJE,-78.774
SPJI,-76.7286
SPJJ,-75.4734
SPJL,-70.1565
SPJR,-78.4894
SPLO,-71.344
SPME,-80.3811
SPMS,-76.1182
SPNC,-76.2048
SPPY,-77.8562
SPQT,-73.3088
SPQU,-71.5695
SPRU,-79.1088
SPSO,-76.2203
SPST,-76.3732
SPTN,-70.2758
SPTU,-69.2286
SPUR,-80.6164
SPYL,-81.2541
SPZA,-74.9615
SPZO,-71.9388
SSIM,-49.4245
SUDU,-56.4992
SULS,-55.0943
SUMU,-56.0265
SUPU,-58.0619
SURV,-55.4762
SUSO,-57.9853
SVAC,-69.2379
SVAN,-64.4707
SVBC,-64.6922
SVBI,-70.2142
SVBM,-69.3586
SVBS,-67.6494
SVCB,-63.537
SVCD,-66.1628
SVCL,-67.4171
SVCN,-62.8548
SVCP,-63.2617
SVCR,-69.6809
SVCS,-66.8158
SVCU,-64.1305
SVED,-61.6388
SVEZ,-69.4967
SVGD,-70.7564
SVGI,-62.3127
SVGU,-69.7552
SVJC,-70.1515
SVJM,-67.3796
SVLF,-72.271
SVMC,-71.7293
SVMD,-71.161
SVMG,-63.9666
SVMI,-66.9912
SVMP,-66.7878
SVMT,-63.1533
SVPA,-67.6061
SVPC,-68.073
SVPM,-72.2028
SVPR,-62.7604
SVPT,-70.1744
SVSA,-72.4399
SVSE,-61.1452
SVSO,-72.0351
SVSP,-68.7552
SVSR,-67.444
SVST,-64.1511
SVSZ,-71.9433
SVTC,-62.0942
SVTM,-61.5289
SVVA,-67.9284
SVVG,-71.6727
SVVL,-70.5841
SVVP,-65.9936
SWGN,-48.2405
SYCJ,-58.2541
SYEC,-58.1077
SYKA,-59.489
SYLT,-59.7894
TAPA,-61.7927
TAPB,-61.7983
TBPB,-59.491
TDCF,-61.3921
TDPD,-61.3011
TFFF,-61.0032
TFFG,-63.0474
TFFJ,-62.8433
TFFM,-61.2701
TFFR,-61.5328
TGPY,-61.7853
TIST,-64.9773
TISX,-64.8026
TJAB,-66.6758
TJBQ,-67.1294
TJCP,-65.3039
TJIG,-66.0981
TJMZ,-67.1485
TJPS,-66.563
TJRV,-65.6398
TJSJ,-66.0018
TJVQ,-65.4936
TKPK,-62.7191
TKPN,-62.5899
TLPC,-60.9929
TLPL,-60.9526
TNCA,-70.0143
TNCB,-68.2685
TNCC,-68.9598
TNCE,-62.9794
TNCM,-63.1089
TNCS,-63.2205
TQPF,-63.0538
TRPG,-62.1932
TTCP,-60.8313
TTPP,-61.3376
TUPJ,-64.5417
TUPW,-64.4279
TVSA,-61.1488
TVSB,-61.262
TVSC,-61.3424
TVSM,-61.1802
TVSU,-61.4119
TXKF,-64.6782
UAAA,77.0428
UAAH,75.0045
UAAT,78.4428
UACC,71.4671
UACK,69.5946
UACP,69.1874
UADD,71.3036
UAII,69.4756
UAIT,68.5504
UAKD,67.7381
UAKK,73.3344
UAOL,63.2108
UAON,63.2492
UAOO,65.5925
UARR,51.5437
UASB,75.215
UASK,82.4961
UASP,77.0731
UASS,80.2344
UATE,51.0909
UATG,51.8203
UATT,57.2041
UAUU,63.5503
UBBB,50.0509
UBBG,46.3204
UBBI,49.5574
UBBN,45.4584
UBBQ,47.7254
UBBS,46.787
UBBY,46.6695
UBLC,46.3631
UBTT,49.9771
UCFB,70.8378
UCFD,72.9778
UCFK,78.4078
UCFL,76.7012
UCFM,74.4776
UCFO,72.7933
UDSG,43.8593
UDYZ,44.3979
UEEE,129.771
UELL,124.914
UEMA,143.2616
UEMM,129.5453
UEMO,120.4761
UEMT,143.115
UENW,121.6933
UERL,114.8253
UERP,112.03
UERR,114.039
UERS,114.08
UESG,146.2278
UESO,147.902
UESS,161.338
UEST,128.903
UESU,150.8889
UEVV,123.361
UGAM,43.1354
UGKO,42.4854
UGSB,41.6003
UGSS,41.1281
UGTB,44.9547
UHBB,127.4155
UHHH,135.1886
UHKG,140.1931
UHKK,136.934
UHKM,140.0353
UHMA,177.741
UHMD,-173.243
UHMF,155.745
UHMG,160.548
UHMK,166.14
UHMM,150.72
UHMP,170.597
UHMS,152.4228
UHMW,159.2291
UHNN,140.65
UHOO,143.0565
UHPP,158.4511
UHSS,142.7175
UHWW,132.1482
UIAA,113.3058
UIBB,101.7018
UIII,104.3956
UITT,105.73
UIUU,107.4397
UKBB,30.8947
UKCM,37.4496
UKDB,36.7581
UKDD,35.1006
UKDE,35.3147
UKDR,33.21
UKFB,33.5746
UKFF,33.9751
UKHH,36.2908
UKHP,34.3972
UKKA,33.5722
UKKE,31.9953
UKKK,30.4519
UKKV,28.7386
UKLH,26.9334
UKLI,24.6861
UKLL,23.9561
UKLN,25.9808
UKLR,26.1416
UKLU,22.2634
UKOH,32.5064
UKON,31.9198
UKOO,30.6726
UKWW,28.6138
ULAA,40.7167
ULAM,53.1219
ULDD,61.5567
ULKK,46.6975
ULLI,30.2625
ULLK,31.385
ULMM,32.7508
ULOL,30.6078
ULOO,28.3938
ULPB,34.1547
ULPP,34.2956
ULWC,38.0158
ULWU,46.26
ULWW,39.9444
UMBB,23.8968
UMGG,31.0167
UMII,30.3496
UMKK,20.5986
UMMG,24.0538
UMMS,28.04
UMOO,30.0951
UNAA,91.385
UNBB,83.5397
UNBG,85.8365
UNEE,86.1072
UNII,92.1125
UNIP,89.994
UNIS,93.0117
UNIW,102.3096
UNKL,92.4858
UNKM,92.5459
UNKS,90.5751
UNKY,94.4006
UNNT,82.6187
UNOO,73.3124
UNSS,77.66
UNTT,85.2083
UNWW,86.8772
UODD,80.3797
UODN,47.6636
UOHH,102.491
UOII,86.6219
UOOO,87.3259
URKA,37.3473
URKG,38.0125
URKK,39.1742
URMG,45.6998
URML,47.6523
URMM,43.0819
URMN,43.6366
URMO,44.6066
URMS,45.0126
URMT,42.1128
URRP,39.9247
URSS,39.9566
URWA,48.0105
URWI,44.3309
URWW,44.3392
USCC,61.5049
USCM,58.7552
USDA,72.0522
USDB,68.3336
USDD,66.611
USHH,69.0861
USHN,65.615
USHQ,66.6986
USHS,63.6019
USHU,64.8267
USII,53.4622
USKK,49.3478
USMM,72.6989
USMU,76.5203
USNN,76.4836
USPP,56.0212
USRK,74.5338
USRO,75.27
USRR,73.4058
USSS,60.8027
USTJ,68.348
USTR,65.3277
USUU,65.4156
UTAA,58.361
UTAK,53.0051
UTAM,61.8957
UTAN,54.206
UTAT,59.8361
UTAV,63.564
UTDD,68.823
UTDK,69.805
UTDL,69.6947
UTDT,68.8645
UUBA,41.0194
UUBC,36.3667
UUBI,40.9408
UUBP,34.176
UUBW,38.15
UUDD,37.9063
UUDL,40.1574
UUEE,37.4112
UUEM,35.7577
UUMB,36.65
UUMU,38.0617
UUOB,36.5901
UUOK,36.2956
UUOL,39.5378
UUOO,39.2309
UUOT,41.4828
UUWW,37.2615
UUYH,53.8047
UUYI,60.1058
UUYP,57.1308
UUYS,57.3672
UUYW,63.9931
UUYX,52.2003
UUYY,50.8451
UWGG,43.7852
UWKB,52.8002
UWKD,49.2787
UWKE,52.0925
UWKJ,47.9047
UWKS,47.3473
UWLL,48.2256
UWLW,48.8027
UWOO,55.4572
UWOR,58.5956
UWPP,45.0211
UWPS,45.2123
UWSB,47.7456
UWSG,46.1711
UWUU,55.8744
UWWW,50.1643
UZFA,72.294
UZFF,71.745
UZFN,71.5578
UZNN,59.6233
UZNU,60.6434
UZSA,65.1727
UZSB,64.4823
UZSS,66.9815
UZST,67.3119
UZTP,69.3955
UZTT,69.2812
UZTZ,68.411
VAAH,72.6347
VAAK,77.0569
VAAM,77.7178
VAAU,75.3963
VABB,72.8679
VABJ,69.6702
VABO,73.2263
VABP,77.3374
VABV,72.1852
VADN,72.8432
VAGD,80.2903
VAHS,71.0394
VAID,75.8005
VAJB,80.052
VAJM,70.0126
VAKE,70.1003
VAKP,74.2894
VAKS,70.2704
VALT,76.4647
VAND,77.3167
VANM,73.0653
VANP,79.0472
VAOZ,73.9129
VAPO,73.9197
VAPR,69.6564
VARG,73.3278
VARK,70.7795
VASD,74.3737
VASL,75.9348
VASU,72.7433
VAUD,73.8961
VCBI,79.8841
VCCA,80.4285
VCCB,81.6772
VCCC,79.8859
VCCG,81.6239
VCCH,80.9814
VCCJ,80.0701
VCCK,80.3203
VCCT,81.1813
VCRI,81.1242
VDBG,103.224
VDDS,103.2267
VDPP,104.8447
VDRK,106.987
VDSA,104.2238
VDSV,103.6321
VDTI,104.9213
VEAB,81.7339
VEAN,94.802
VEAP,83.1961
VEAT,91.2404
VEAY,82.1637
VEBD,88.3286
VEBI,91.9787
VEBN,82.8625
VEBS,85.8147
VEBU,82.111
VECC,88.4476
VECX,80.4101
VEDB,86.4253
VEDG,87.243
VEDH,85.9169
VEGK,83.4497
VEGT,91.5852
VEGY,84.9512
VEHO,93.6388
VEHX,89.3691
VEIM,93.8967
VEJS,86.169
VEJT,94.1754
VEKI,83.8892
VEKO,79.9186
VEKR,92.0077
VEKU,92.9787
VELP,92.6197
VELR,94.0973
VEMN,95.0169
VEMR,93.7711
VEMZ,85.3137
VEPT,85.088
VERC,85.3217
VERK,84.8152
VERP,81.7388
VERW,81.2203
VETZ,92.7847
VEUK,83.1833
VEZO,93.8281
VGBR,90.3012
VGCB,91.9633
VGEG,91.8133
VGHS,90.3978
VGIS,89.0494
VGJR,89.1608
VGRJ,88.6165
VGSD,88.9089
VGSY,91.8647
VHHH,113.9149
VHSK,114.08
VIAG,77.961
VIAR,74.7973
VIBK,73.2072
VIBR,77.1544
VIBT,74.7558
VIBY,79.4508
VICG,76.7885
VIDD,77.2036
VIDN,78.1767
VIDP,77.0952
VIGG,76.263
VIGR,78.2278
VIHR,75.7414
VIHX,75.6298
VIJO,73.0489
VIJP,75.8122
VIJR,70.865
VIJU,74.8382
VIKG,74.813
VIKO,75.8456
VILD,75.9526
VILH,77.5465
VILK,80.8893
VIMB,78.9219
VIND,77.6118
VIPK,75.6344
VIPT,79.4737
VISR,74.7742
VLBK,100.1654
VLLB,102.1672
VLPS,105.7799
VLSK,104.76
VLSN,104.067
VLVT,102.5667
VMMC,113.592
VNBW,83.4104
VNJP,85.9224
VNKT,85.3591
VNLK,86.7295
VNNG,81.667
VNPK,83.9812
VNPR,84.0147
VNTJ,87.6953
VNVT,87.264
VOAT,72.176
VOBG,77.6682
VOBI,76.8828
VOBL,77.7063
VOBM,74.6183
VOBR,77.4871
VOBZ,80.8049
VOCB,77.0434
VOCI,76.4008
VOCL,75.9552
VOCP,78.7692
VOCX,92.8193
VOGA,73.8606
VOGO,73.8333
VOHB,75.0821
VOHS,78.4299
VOHY,78.4676
VOKN,75.545
VOKU,78.1692
VOMD,78.0934
VOML,74.8868
VOMM,80.1693
VOMY,76.6537
VOPB,92.729
VOPC,79.812
VOPN,77.7911
VORY,81.8132
VOSH,75.6189
VOSM,78.0656
VOSR,73.5298
VOTP,79.5399
VOTR,78.7177
VOTV,76.92
VOVI,83.5036
VOVZ,83.2277
VQGP,90.4641
VQPR,89.4246
